ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: woostify_product_video_metabox","Meta: ocean_both_sidebars_content_width","Meta: ocean_both_sidebars_sidebars_width","Meta: ocean_sidebar","Meta: ocean_second_sidebar","Meta: ocean_center_header_left_menu","Meta: ocean_custom_header_template","Meta: ocean_custom_logo","Meta: ocean_custom_retina_logo","Meta: ocean_custom_logo_max_width","Meta: ocean_custom_logo_tablet_max_width","Meta: ocean_custom_logo_mobile_max_width","Meta: ocean_custom_logo_max_height","Meta: ocean_custom_logo_tablet_max_height","Meta: ocean_custom_logo_mobile_max_height","Meta: ocean_header_custom_menu","Meta: ocean_menu_typo_font_family","Meta: ocean_menu_typo_font_size","Meta: ocean_menu_typo_line_height","Meta: ocean_menu_typo_spacing","Meta: ocean_post_title_background","Meta: ocean_post_title_height","Meta: ocean_post_title_bg_overlay","Meta: ocean_custom_footer_template","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Meta: _oembed_6583ae98bdf8a17936daedf8a4e34281","Meta: _oembed_5e05b1d7d74faf2d88c8af68507fc0cf","Meta: _oembed_f194cedf8dea3755c716b191bbdfd1c9","Meta: _wp_desired_post_slug"
2210,simple,S23-GN14,,"MAGNETIC MINT READY-TO-WEAR SAREE",1,0,visible,"This classic silk saree is a timeless expression of grace and tradition. Woven with a smooth, lustrous texture, it drapes beautifully and enhances your natural elegance. Ideal for weddings, festive occasions, and formal gatherings, this saree pairs perfectly with traditional jewelry and showcases rich craftsmanship that never goes out of style.","<table>
\n 	<li>Product Code:S23-Y8</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,100,,0,0,0,,,,1,,7500.00,15000.00,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-815730_939843c1-a4f0-4076-9719-4bc2c1d4911c.jpg,,,,,,,,,0,Luxeria,Color,"Golden/Honey Yellow",1,0,,,,,,,,,,,,,,,,,,,,,,,,
2222,simple,S23-BL6,,"OFFSHORE OCEAN READY-TO-WEAR SAREE",1,0,visible,"This authentic Kanjivaram silk saree is known for its durability, vibrant colors, and traditional designs. The heavy silk fabric combined with contrast borders and temple motifs makes it ideal for weddings and auspicious occasions. A true symbol of South Indian tradition, it offers unmatched elegance and comfort.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Peacock Blue</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Peacock Blue Ready-To-Wear Chinon Saree With Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Chinon</li>
\n 	<li>Color:Peacock Blue</li>
\n 	<li>Product Code:S23-BL6</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,10000,,0,0,0,,,,1,,8000,12000,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-721817_78fce2e9-11e9-4517-938b-60fbeb2615b0.jpg,,,,,,,,,0,Luxeria,Color,"Peacock Blue",1,0,,,,,,,,,,,,,,,,,,,,,,,,
2223,simple,S23-GN11,,"OBSESSIVE OLIVE READY-TO-WEAR SAREE",1,0,visible,"Lightweight and breathable, this cotton handloom saree is perfect for everyday wear and warm climates. Its soft texture ensures all-day comfort, while the subtle patterns add understated elegance. Ideal for office wear or casual outings, this saree blends simplicity with traditional charm effortlessly.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Avocado Green</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Lenght:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Ready-to-wear Avocado Green Satin Saree with Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Satin</li>
\n 	<li>Color:Avocado Green</li>
\n 	<li>Product Code:S23-GN11</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,9999,,0,0,0,,,,1,,7500.00,15000.00,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-958697_735c2b66-27c2-473f-bd24-216d2d9d700a.jpg,,,,,,,,,0,Luxeria,Color,"Avocado Green",1,0,,,,,,,,,,,,,,,,,,,,,,,,
2224,simple,S23-GN25,,"THE QUEEN'S LUSTROUS LIME SAREE",1,0,visible,"This linen saree is a perfect blend of comfort and sophistication. Known for its airy feel and natural texture, it drapes beautifully and keeps you cool throughout the day. Suitable for casual gatherings and professional settings, this saree offers a modern look with a touch of ethnic elegance.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Net Embroidery</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Mint Green</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Net Embroidery</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Golden Sequins Embroidery Works On Mint Green Net Saree With Gold Zari And Sequins Works Embellished With Embroidered Bottle Green And Mint Green Border</li>
\n 	<li>Fabric Details:Net Embroidery</li>
\n 	<li>Colour:Mint Green</li>
\n 	<li>Product Code:S23-GN25</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,1000,,0,0,0,,,,1,,5000.00,9800.00,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1_d624b7a4-a4b3-472e-87d9-a66f3a26a7fb-scaled-1.jpg,,,,,,,,,0,Luxeria,Colour,GREEN,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2225,simple,S23-MT5,,"RAINBOW SATIN SAREE",1,0,visible,"Flowy and lightweight, this georgette saree is designed for effortless elegance. The soft fabric falls gracefully, enhancing your silhouette while allowing ease of movement. Ideal for parties and evening events, it pairs beautifully with statement blouses and minimal accessories for a chic appearance.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Multi Colour</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Lenght:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Multi-Colour Satin Saree</li>
\n 	<li>Fabric Details:Satin</li>
\n 	<li>Color:Multi Colour</li>
\n 	<li>Product Code:S23-MT5</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,9999,,0,0,0,,,,1,,4000,6000,"Women > Saree, Women","BEST, GLAM\,, READY, SAREE, SELLERS\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-378734_426d9442-c866-476a-ac76-485264ecb0de.jpg,,,,,,,,,0,Luxeria,Color,Multicolour,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2226,simple,S24-PR5,,"THE QUEEN'S PASSION PLUM SAREE READY-TO-WEAR",1,0,visible,"This chiffon saree features a sheer, lightweight fabric that offers a soft and romantic drape. Perfect for formal occasions and celebrations, it adds a touch of femininity and grace to your look. Easy to carry and style, it is a favorite for modern yet elegant dressing.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Net Embroidery</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Purple</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Net Embroidery</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Golden Sequins Embroidery Works On Purple Net Saree With Gold Zari And Sequins Works Embellished With Embroidered Golden And Deep Wine Border</li>
\n 	<li>Fabric Details:Net Embroidery</li>
\n 	<li>Colour:Purple</li>
\n 	<li>Product Code:S24-PR5</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,10000,,0,0,0,,,,1,,,9000,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1_512527af-31f8-4c18-ba09-7171130c6476-scaled-1.jpg,,,,,,,,,0,Luxeria,Colour,PURPLE,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2227,simple,S23-B19,,"NOOR-E-SIAH-X SAREE",1,0,visible,"Elegant and crisp, this organza saree is crafted for those who love a refined and contemporary look. The subtle sheen and structured drape make it perfect for festive occasions and special events. Its delicate appeal and graceful finish create a sophisticated fashion statement.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Glossy Organza</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Black</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Glossy Organza</td>
\n</tr>
\n<tr>
\n<td>Lenght:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Black Glossy Organza Saree With Gold Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Glossy Organza</li>
\n 	<li>Color:Black</li>
\n 	<li>Product Code:S23-B19</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,10000,,0,0,0,,,,1,,4000,6000,"Women > Saree, Women","BEST, GLAM\,, READY, SAREE, SELLERS\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-758036_9ec67c91-c98c-4e60-90bd-7d754e1a9358.jpg,,,,,,,,,0,Luxeria,Colour,BLACK,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2228,simple,S23-GN15,,"NEON NIRVANA READY-TO-WEAR SAREE",1,0,visible,"This Tussar silk saree showcases natural texture and earthy tones that highlight its raw beauty. Known for its rich feel and unique weave, it is ideal for cultural events and formal wear. The saree’s understated elegance makes it a versatile addition to your ethnic wardrobe","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Neon Chartreuse</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Neon Chartreuse Ready-To-Wear Chinon Saree With Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Chinon</li>
\n 	<li>Color:Neon Chartreuse</li>
\n 	<li>Product Code:S23-GN15</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,10000,,0,0,0,,,,1,,8000,12000,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-600984_d7b0bead-034c-4c26-b0ef-452e496cf508.jpg,,,,,,,,,0,Luxeria,Color,"Neon Chartreuse",1,0,,,,,,,,,,,,,,,,,,,,,,,,
2229,simple,S24-BL12,,"OFFSHORE OCEAN SAREE",1,0,visible,"Designed for comfort and style, this crepe saree features a smooth texture and elegant fall. Its wrinkle-resistant fabric makes it easy to maintain and wear throughout the day. Perfect for office wear or casual occasions, it offers a polished and contemporary ethnic look.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Peacock Blue</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Lenght:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Peacock Blue Chinon Saree With Golden Sleek Border On Pallu</li>
\n 	<li>Fabric Details:Chinon</li>
\n 	<li>Colour:Peacock Blue</li>
\n 	<li>Product Code:S24-BL12</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,9998,,0,0,0,,,,1,,3000,5100,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1_a3691698-a679-4b97-902c-3add7422ad98-scaled-1.jpg,,,,,,,,,0,Luxeria,Colour,BLUE,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2230,simple,S23-R14,,"RADICAL ROSE SAREE",1,0,visible,"<div class=""flex flex-col text-sm pb-25""><article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""request-69745707-1f48-8321-bdc0-3d99e0472565-104"" data-testid=""conversation-turn-219"" data-scroll-anchor=""true"" data-turn=""assistant"">
\n<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
\n<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
\n<div class=""flex max-w-full flex-col grow"">
\n<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""a68d4885-5c83-4080-9ed8-c3b575350a3d"" data-message-model-slug=""gpt-5-2"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
\n<div class=""markdown prose dark:prose-invert w-full wrap-break-word dark markdown-new-styling"">
\n<p data-start=""28"" data-end=""748"" data-is-last-node="""" data-is-only-node="""">The Radical Rose Saree is a stunning expression of bold femininity and modern elegance. Designed in a vibrant rose hue, this saree radiates confidence, charm, and contemporary glamour, making it perfect for festive occasions, cocktail parties, receptions, and statement events. Crafted from premium-quality fabric, it offers a smooth, flowing drape that flatters the silhouette while ensuring all-day or all-evening comfort. The striking color adds a fresh, fashionable edge to traditional draping, allowing versatile styling with minimal or statement accessories. The Radical Rose Saree is ideal for women who love expressive fashion, confident color choices, and a perfect blend of tradition and modern sophistication.</p>
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""z-0 flex min-h-[46px] justify-start""></div>
\n<div class=""mt-3 w-full empty:hidden"">
\n<div class=""text-center""></div>
\n</div>
\n</div>
\n</div>
\n</article></div>
\n<div class=""pointer-events-none h-px w-px absolute bottom-0"" aria-hidden=""true"" data-edge=""true""></div>","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Crimson Maroon</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Chinon</td>
\n</tr>
\n<tr>
\n<td>Lenght:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Crimson Maroon Chinon Saree With Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Chinon</li>
\n 	<li>Colour:Crimson Maroon</li>
\n 	<li>Product Code:S23-R14</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,1000,,0,0,0,,,,1,,6000,7300,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLER\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1_143fd14b-96e9-45ce-989e-2c4ddb5bee60-scaled-1.jpg,,,,,,,,,0,Luxeria,Colour,MAROON,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2231,simple,S23-Y10,,"SCENIC SAFFRON SAREE",1,0,visible,"This art silk saree offers the rich appearance of silk at a lightweight and affordable feel. Featuring a smooth texture and elegant sheen, it is ideal for festive occasions and family functions. Easy to maintain and comfortable to wear, this saree is a practical yet stylish choice.","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Golden/Honey Yellow</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Satin</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Golden/Honey Yellow Satin Saree With Golden Sleek Border On Pallu.</li>
\n 	<li>Fabric Details:Satin</li>
\n 	<li>Colour:Golden/Honey Yellow</li>
\n 	<li>Product Code:S23-Y10</li>
\n 	<li>Content: Saree</li>
\n</ul>",,,taxable,,1,1000,,0,0,0,,,,1,,3000,5200,"Women > Saree, Women","ARRIVALS\,, BEST, GLAM\,, NEW, READY, SAREE, SELLERS\,, SHIP\,, TO",,https://luxeria.in/wp-content/uploads/2025/12/1-631062_253efd7f-2a77-407b-9815-0ce58e5afe94.jpg,,,,,,,,,0,Luxeria,Colour,Yellow,1,0,,,,,,,,,,,,,,,,,,,,,,,,
2232,simple,S23-R10,,"IMPERIAL NOOR-E-SURKH SAREE",1,0,visible,"<div class=""flex flex-col text-sm pb-25""><article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" tabindex=""-1"" data-turn-id=""request-69745707-1f48-8321-bdc0-3d99e0472565-99"" data-testid=""conversation-turn-209"" data-scroll-anchor=""true"" data-turn=""assistant"">
\n<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] @w-sm/main:[--thread-content-margin:--spacing(6)] @w-lg/main:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
\n<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
\n<div class=""flex max-w-full flex-col grow"">
\n<div class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-author-role=""assistant"" data-message-id=""fed1b93a-8222-481d-9999-1f2a8f608c14"" data-message-model-slug=""gpt-5-2"">
\n<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
\n<div class=""markdown prose dark:prose-invert w-full wrap-break-word dark markdown-new-styling"">
\n<p data-start=""37"" data-end=""749"" data-is-last-node="""" data-is-only-node="""">The Imperial Noor-E-Surkh Saree is a magnificent expression of regal elegance and timeless beauty. Draped in a rich surkh red tone, this saree symbolizes grace, power, and celebration, making it an exquisite choice for weddings, festive occasions, and grand cultural events. Crafted from premium-quality fabric, it offers a luxurious drape that flows effortlessly while enhancing your silhouette with sophistication. The vibrant hue radiates confidence and traditional charm, allowing versatile styling with gold, kundan, or statement jewelry. Refined yet striking, the Imperial Noor-E-Surkh Saree is designed for women who love classic grandeur, royal aesthetics, and enduring elegance in their ethnic wardrobe.</p>
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n<div class=""z-0 flex min-h-[46px] justify-start""></div>
\n<div class=""mt-3 w-full empty:hidden"">
\n<div class=""text-center""></div>
\n</div>
\n</div>
\n</div>
\n</article></div>
\n<div class=""pointer-events-none h-px w-px absolute bottom-0"" aria-hidden=""true"" data-edge=""true""></div>","<table>
\n<tbody>
\n<tr>
\n<td>Pattern:</td>
\n<td>Organza</td>
\n</tr>
\n<tr>
\n<td>Colour:</td>
\n<td>Red</td>
\n</tr>
\n<tr>
\n<td>Saree Material</td>
\n<td>Organza</td>
\n</tr>
\n<tr>
\n<td>Length:</td>
\n<td>5.5 Meter</td>
\n</tr>
\n<tr>
\n<td>Care Information:</td>
\n<td>Dry Clean</td>
\n</tr>
\n</tbody>
\n</table>
\n<ul>
\n 	<li>Description:</li>
\n 	<li>Red Glossy Organza Saree with Red And Golden Embellished Embroidered Border</li>
\n 	<li>Fabric Details:Organza</li>
\n 	<li>Colour:Red</li>
\n 	<li>Product Code:S23-R10</li>
\n 	<li>Content: Saree</li>
